comment,label,repeat words,comment after merge(close)?,same with last comment?,author reply interval(project),author reply interval(PR),declare reviewer's comment?
I am not sure about this. Just posing the question. ,0,1,0,0,3,1,0
"@gwenneg This should fix #4020 for any ""auto-inject"" annotation.",0,3,0,0,2,1,0
```suggestionIt is very important to note that the Dockerfile in the `src/main/docker` folder has been modified to support ```,0,3,0,0,5,1,0
> latest is kafka 0.9 I think 'latest' is just flink :),0,3,0,0,12,3,0
@vramik Updated. Ready for the next round of review.,0,0,0,0,10,1,0
"Best, Fabian",0,4,0,0,13,4,0
Inline this,0,1,0,0,10,3,0
Can't we use `com.facebook.presto.operator.aggregation.state.LongState` for this?,0,4,0,1,20,5,0
They will likely be used in an exception converter,0,0,0,0,12,3,0
"@mkouba unfortunately, we have a conflict, now. Could you rebase? Thanks!",0,2,0,0,22,1,0
"I may have a solution, but that may end up ugly.",0,0,0,0,14,5,1
"It's not the credential type that is the issue, it is the mechanism that is used to provide it. FORM and BASIC are both username/password, however there is no confusion as one is a POST and the other is a header. If two mechanims are both using Bearer auth then that is a problem.",0,1,0,0,2,3,0
Why is the label attached to each statement type instead of there being a LabeledStatement (or similar) that contains a label and a statement?,0,0,0,0,2,2,0
Should it extend?,0,0,0,0,7,1,0
Passing Travis: https://travis-ci.org/charlesccychen/incubator-beam/builds/182123561,0,0,0,1,19,2,0
The support to run complete Hadoop Jobs requires a bit more work. At least the combiner should work.,0,1,0,0,23,2,0
```suggestion<1> Make the current Docker context to be that of minikube```,0,1,0,0,3,3,0
I believe this change is out-of-scope of this PR. Please revert if possible.,0,0,0,0,4,1,0
"Main issue is that the minimum viable config might not be the best config for production use. In the broker config we can fix that, and already the conf file should have the same values that are taken as default. In BookKeeper config, however, we want to have different values from the BK defaults. ",0,0,0,0,10,5,0
"You'll also need to add `type` as a parameter to the serializers, use that when serializing, and return it as the ""intermediate type""",0,1,0,0,10,1,0
"Yes, I'm very much aware of this and will deal with it. It's a test that I added. I had to look into other urgent issues in the mean time.",0,1,0,0,2,1,0
It sets it in the BeforeAll method which works ok. ,0,0,0,0,8,3,0
"It works in the test, but when I try to use in my application, I get: Any thoughts? @stuartwdouglas ?",0,1,0,0,8,4,0
"The issue is that Flink uses the same key for partitioning and grouping, i.e., it would also partition on `keyOfGroup` and group on `partition`. Of course, partitioning and grouping are separate operations in the execution layer, but the API gives the same key for both to the optimizer.",0,1,0,0,3,2,0
The Taskmanagers are shown in the configuration section (at the bottom),0,1,0,0,23,4,0
Run Dataflow ValidatesRunner,0,0,0,0,6,4,0
I think something went wrong here.,0,0,0,0,14,5,0
One more note for provided context - it's interesting to see how using this will unfold.. it opens up the possibility of working with [spark-jobserver](https://github.com/spark-jobserver/spark-jobserver) and (once Scio is stable enough I guess) working with Spark's REPL.,0,1,0,0,11,1,0
"subscribe(""PageView_"");",0,0,0,0,7,4,0
"Yeah, let's go for now with your suggestion, i.e., use max dop as number of slot if the parameter has not been initialized before. Please also add the warning.",0,0,0,0,6,2,0
"This is an interesting approach, but I'm not sure we want to add `getEncoding()` to `Type`. See my other comment for an alternative approach we could take",0,1,0,0,9,5,0
Why do we get username by `getConnection(dataSourceName).getMetaData().getUserName()`?,0,0,0,0,22,5,0
"We should probably call this ""ThreadPoolConfig"".  (There are other threads in the app that won't be governed by this config).",0,0,0,0,3,2,0
done.,0,0,0,0,6,1,0
Sorry. Let me rephrase the question: how to I add parametric max/min for boolean without breaking `boolean_and` and `boolean_or`?,0,1,0,0,23,3,0
"oh, and just saw dan's question about ""Question: can the testing be made more postgres-independent? E.g., PGSimpleDataSource behind some abstraction for testing. Would be awesome for future.""",0,0,0,0,12,2,0
"@totalo Please add a line after the description, you can refer to other java doc writing.",0,2,0,0,23,3,0
"So right now, it enforce the vert.x version in the quarkus codebase which is what we want. ",0,1,0,0,12,1,0
Thank you for the pull request. I know it was a lot of work.,0,0,0,0,9,2,0
Please put null on the left side of the conditional expression.,0,0,0,0,7,1,0
Comment that we are not checking authorization intentionally? otherwise it will look a lot like a bug...,0,1,0,0,21,1,0
"That was actually the first build issue. Even with the BOM, it was resolving to Vert.x 3.8.0.",0,1,0,0,2,4,0
Add a TODO comment here to implement PostgreSQLServerInfo like MySQLServerInfo。,0,2,0,0,20,1,0
Basically - it's the responsibility of the entity setting up the data stores to set up the data. ,0,0,0,0,18,4,0
"We can do both, but it needs a better name than port-enable. Something like https-only.",0,1,0,0,11,2,0
Done.,0,0,0,0,4,2,0
"@yupeng9 thanks for your input, I think your design is less cumbersome since we don't need to create new TachyonPrecondition methods for each TachyonException I will update the PR accordingly",0,2,0,0,18,1,0
I rebased and force-pushed. The images should be available now.,0,1,0,0,10,4,0
I'm assuming that Spark loads things by doing Class.forName. If thats the case then the canonical name is the incorrect one since it won't allow for loading static inner classes.,0,0,0,0,11,1,0
Depend on #2484.,0,0,0,0,12,4,0
"With these changes, the page will be really helpful!",0,1,0,0,17,4,0
is alot easier to read though.,0,1,0,0,4,4,0
R: @tgroh ,0,0,0,0,20,5,0
Done.,0,0,0,0,24,4,0
"Since subscribe(topics) is no longer additive, I wonder if we should have subscribe(pattern) just replace the previous topic subscription (if there was one) instead of raising the exception?",0,0,0,0,20,4,0
(please self-merge at will),0,1,0,0,9,4,0
@stuartwdouglas I've released and bumped Quarkus HTTP,0,1,0,0,9,3,0
@FroMage I added an integration test for the flushAndPersist() method.,0,1,0,0,23,5,0
1) change !paused to fetchable.,0,2,0,0,12,1,0
don't use _ ,0,2,0,0,6,5,0
@ijuma Left a comment on the untouched instruction. The rest seems clearer to me.,0,2,0,0,19,1,0
It looks like there are test failures (see Travis),0,1,0,0,18,4,0
Likewise here. let's use `protected` :-),0,0,0,0,6,4,0
"Or just mark `quarkus-oidc`, `quarkus-smallrye-jwt` and `quarkus-elytron-security-oauth2` mechanisms as mutually exclusive with some annotation ? @stuartwdouglas - that would avoid all the ambiguities with respect to those 3 extensions ? It feels some more thinking is needed around it :-)",0,0,0,0,21,3,0
I think apiLocalCompleteTimeMs can't be zero. The < 0 check exists to identify when the value has not been set.,0,1,0,0,16,5,0
"I'm not sure that it needs to be aligned.  It is centered instead, which is standard for Empty State.",0,1,0,0,22,4,0
1. Have Metadata object maintain a flag that indicates wether we need metadata for all topics or just for the ones maintained in metadata.,0,1,0,0,11,5,0
It actually did... weird.,0,1,0,0,8,4,0
"I suggest to create a new Tuple2 for the swap, because your current solution only works because of type erasure.",0,1,0,0,17,1,0
Don't think I meant to change this. I'll fix it in the next update.,0,1,0,0,5,5,0
"Please try to get rid of them (e.g., `DataSet<?>` instead of `DataSet`) and add a `@SuppressWarnings(""rawtypes"")` to the method if that's not possible.",0,0,0,0,6,2,0
Done! Thanks for your review and comment.,0,0,0,0,24,4,0
"Reviewed `diff <(git show 9336230d2a5c18bae89908bcd60db8ea96b7906d) <(git show 2656abe)`, noted the split of all consumers from per-element consumers. LGTM.",0,0,0,0,10,5,0
"For the future, I wonder if we may have 2 categories instead of 3. Instead of ""Password, ""Two-Factor Authentication"" and ""Passwordless"", we may have just something like ""1st factor authentication"" and ""Two-factor authentication"" . From the built-in credentials, the ""Password"" and ""WebAuthn Passwordless"" will be 1st-factor Category. And ""OTP"" and ""WebAuthn"" will be two-factor category. We may probably wait for the feedback from users and customers whether to do something like this...",0,2,0,0,19,4,0
Debug?,0,3,0,0,17,3,0
Done. Made both validators too raise exception if wrong format.,0,1,0,0,12,3,1
Done.,0,0,0,0,13,3,0
"Probably right, though it was not changed in this pull request but was like that for quite some time. ",0,1,0,0,5,5,0
I think I understand the comment...,0,0,0,0,23,3,0
"For this PR, I'd simply throw an exception if you encounter a user-defined partitioner or comparator and support only the default case. We need to think carefully how we can add support for custom partitioners and comparators and might need to extend the API or add a hook somewhere to enable that.",0,0,0,1,13,2,0
"Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/beam_PreCommit_Java_MavenInstall/5632/
--none--",0,0,0,0,16,1,0
R: @lukecwik ,0,0,0,0,6,1,0
Noticed during backporting: This misses other known exceptions,0,0,0,0,4,1,0
Done,0,0,0,0,13,2,0
"Yea, I think these indices can be an implementation detail of the invoker.",0,0,0,0,16,2,0
This looks very good now! 👍 ,0,1,0,0,4,4,0
"Is there no runner that supports SDF in batch? What I mean is - does this eliminate any existing coverage? If so, you should make separate test methods that explicitly set the flag within the method. You might do that anyhow to have clear candidates for tests that should simply by deleted later.",0,1,0,0,17,1,0
"@radekg I'm seeing a couple of issues, both related to running the tests inside Docker. I'll update here shortly, seems a couple of more config changes should fix it.",0,2,0,0,6,3,0
Ready for review again. Also added test for Date (4-byte long type) and Array.,0,1,0,0,23,4,0
Performance benchmark shows the following result. There doesn't seem like a significant change in performance. (`LongMaxAggregationSqlBenchmark`),0,1,0,1,4,2,0
indent off?,0,1,0,0,6,4,0
"Ah, sorry for the delay. I don't have a strong feeling either way. Making `close()` final is a bit odd to me since you'd usually expect a subclass could have its own shutdown logic, but since this is internal anyway, we can change it later if we need to. I do agree with @ijuma that it makes sense to remove `synchronized`.",0,2,0,0,16,5,0
Move this to the top near the cache?,0,0,0,0,20,5,0
"Sure that is possible, all we will gain is saving few bytes over network for each connection. Clients will have to pro-actively know what APIs it is interested in.",0,1,0,0,12,1,0
"nit: this check could be potentially moved to private method as it's used multiple times within this class, but I'm really ok with the way how it's now. ",0,0,0,0,20,5,0
"It might be better to split this into two implementations, one which is expected as part of a flatten with upstream transforms and one flatten which is not. Otherwise the methods that you have will have to be ""dual"" purposed and may cause issues about how they are used in the future.",0,0,0,0,19,3,0
"@guozhangwang @hachikuji makes sense. Will update. However, for this to happen we need to somehow make networkClient aware of the fact that if pattern subscription is being used get metadata for all topics. There are a few ways I could think of for doing this.",0,1,0,0,6,5,0
I just realized the tooltips are missing.,0,0,0,0,4,2,0
Why set rewriteMetaDataMap to Context? The value in the Context should be completed when the Context is initialized.,0,1,0,0,15,3,0
Delete the empty line.,0,1,0,0,14,3,0
"@fhueske Ok, I will try to have the pr for FLINK-1076 soon.",0,0,0,0,10,5,1
"Let's not do this ourselves. I think it is fine. If you want a robust setup, set the values. Our YARN scripts also set them automatically, based on the container size, afaik.",0,0,0,0,23,2,0
Thank you for signing our Contributor License Agreement. We can now accept your code for this (and any) Facebook open source project. Thanks!,0,0,0,0,3,4,0
As Pulsar has default SLAMonitoring-namespace which looks for broker-address registered at zk-loadbalancer node and it is registered with `getAdvertisedAddress()`  but right now it is getting `host` and therefore it is failing.,0,3,0,0,7,4,0
"`@Nullable`, javadoc",0,2,0,0,19,4,0
validate this number.,0,0,0,0,5,4,0
This change removes all the logic associated with handling a nonexistent input (if the `Flatten` is a root),0,0,0,0,3,3,0
Nice :) Assign back to me when you've finished with the other types,0,0,0,0,16,4,0
This place still may break checkstyle,0,1,0,0,11,3,0
Done,0,0,0,0,18,4,0
I did the rename before merging.,0,0,0,0,21,4,0
"Ok, But I will do this after I know what is wrong with https://issues.apache.org/jira/browse/FLINK-978",0,0,0,0,10,5,0
Do not need mock if return null,0,4,0,0,11,2,0
If key would be always partition-key then does it mean that compaction keeps only 1 latest message for each individual partitioned topic? ,0,1,0,0,9,5,0
This is not going to be completed in its current form so I am closing it.,0,0,0,0,19,3,0
Yes.  ClientCompatibilityTest covers the case where the server version is too old.,0,2,0,0,1,5,0
`/** Implementation of MethodDelegation for startBundle/finishBundle. */`,0,3,0,0,8,4,0
It fails to build with hadoop 2.2.0 dependencies: https://travis-ci.org/apache/incubator-flink/builds/28311858,0,0,0,0,9,3,1
"I think you should either throw a ""UnsupportedOperationException"" or implement support for this. (The same applies to all the other methods that you've inherited from `JobClient` which are not working)",0,1,0,0,17,2,0
This is confusing because it's redundant and looks like the body is missing (and I've never seen an empty case fall through to `default`).,0,0,0,0,10,2,0
Agree with your assertions. The consequence of an unspecified MR path is not with Tachyon. It is inside glusterfs-hadoop code that an empty property like this one leads to null exception. ,0,3,0,0,17,1,0
fix?,0,3,0,0,19,4,0
"Thanks for the patch. Other than making DescribeGroup take an array of groups, it looks good.",0,0,0,0,3,4,0
> using sync version is effectively has same allocation pattern using async version. because all sync version is based on async calls. I don't see how it is going to be better using sync calls.,0,1,0,0,11,1,0
Could this still catch the difference between MUST_CACHE and TRY_CACHE?,0,3,0,1,13,1,0
"@junrao : I looked again. The reason `apiLocalCompleteTimeMs` can be negative is that we update it in the `finally` clause of the `KafkaApis.handle` (which is the request handler thread). If the network thread gets to read it before that update (which is possible) then we can detect that by checking if it is negative and round up the `apiLocalCompleteTimeMs` to the `responseCompleteTimeMs`. @auradkar  can you add comments to `RequestChannel` for these: i.e., why it needs to be `volatile` and why `apiLocalCompleteTimeMs` can be negative?",0,3,0,0,11,4,0
Fixed Number of Shards to match the existing label?,0,0,0,0,1,5,0
Either spelling is correct.,0,2,0,0,12,3,0
All automated tests passed.,0,0,0,0,12,5,0
I believe this change is out-of-scope of this PR. Please revert if possible.,0,0,0,0,2,3,0
This should keep blank character.,0,0,0,0,13,1,0
"Here, quarkus-http was depending on vert.x 3.8.0.",0,1,0,0,16,3,0
reset pr,0,0,0,0,13,4,0
How about just a top level `interface Named` with `getName()` a la `HasDisplayData`?,0,0,0,0,20,3,0
It might be worth adding `advertised ports` settings for services. 100% in the short term someone is going to ask for it when setting Pulsar in Mesos with Docker.,0,1,0,0,2,2,0
"```suggestionAs vanilla Kubernetes does not have an easy and developer friendly way to build and deploy applications to a local cluster without the need to push the image to an external container registry, we will be using Skaffold to help us build and deploy the Quarkus application onto Kubernetes.```",0,3,0,0,12,4,0
"So for swapValues() you would do something like `new Tuple2<T1, T0>(T1, T0)`.",0,0,0,0,21,1,0
"Please run ""mvn verify"" locally. We have maven checkstyle in place. It forbids using star imports.",0,1,0,0,23,5,0
I think you can avoid this hack by passing a testing StreamingRuntimeContext which ignores the registerTimer() call.,0,1,0,0,15,3,1
Do we need a new config for subscription interval? Could we piggy-back the logic on regular metadata refresh?,0,1,0,0,1,4,0
Looks good to me,0,0,0,0,24,3,0
"I believe you the test passes, but shouldn't the min version be something other than null?",0,0,0,0,16,3,0
R: @robertwb ,0,0,0,1,7,3,0
Do we need the name field? How would it be used?,0,2,0,0,11,1,0
"I took this work and changed it to allow all three options, and resolved the conflicts",0,0,0,0,22,4,0
Done.,0,0,0,0,8,2,0
Added,0,1,0,0,21,2,0
more cases should be covered here. ,0,0,0,1,7,4,0
"What if this unified partitioner / groupingcomparator gives us   `( (partition, keyOfGroup), (K,V) )`  Would that also be wrong ?",0,4,0,0,5,4,0
"None in particular, could be lambda as well.",0,0,0,1,12,3,0
Then we need to merge quarkus-http in the main codebase or implement the _empty_ module trick.,0,1,0,0,20,3,0
"Hi @rmetzger , I believe I have implemented your observations along with some other minor stuff. Do you think I should rebase and change the name now or in a seperate PR? Moreover, the sorting and the Distributed cache support are ready, do you think I should include them? Then we can be sure we have all the programming interfaces in this PR.  I can do that tomorrow. What do you think?",0,1,0,0,17,3,0
Very good!,0,0,0,0,21,3,0
"On the other hand, we do not necessarily need to make ListTopics API also changing the Metadata states object as @hachikuji suggested since I feel it is in many cases a one-time thing.",0,1,0,0,20,2,0
If you mention your case exactly (if it is a sequence file how is it generated?) and maybe we can check (or it is really a bug).,0,1,0,0,12,4,0
"that the -> ""that runs the"" or ""that delegates to the"", etc.",0,0,0,0,20,4,0
constant instead of literal？,0,2,0,0,24,5,0
This would also allow you to guard against the usage of forApplication for something that never produced output.,0,1,0,0,24,2,0
@rmetzger I updated the PR. ,0,0,0,1,7,4,0
Typo: This **~~is~~** also entails...,0,0,0,0,9,1,1
"Depends on how you implement it, but in my head it was a bunch of thenCompose calls, which would end up with a bunch of futures holding references to more future and so on. Anyhow, I'll look more into making it async when we have #937.",0,3,0,0,2,1,0
"Just a question. Why are we making this change? It's not related to the Credentials page, correct? This results in links no longer being opened in new browser tab.",0,0,0,0,9,4,0
There is no JavaScript error. The standalone tool is able to visualize it (the file that is also located in the file system).,0,1,0,0,9,5,0
Hope you had an enjoyable experience in GSOC!,0,1,0,0,23,5,0
"Hi @shghatge, Apart from the minor cosmetic suggestions I made, everything looks well. @vasia, could you double check this? After Shivani simplifies the difference method a bit, I would call this good to merge. Thanks!",0,0,0,0,22,4,0
How do you limit the number of outstanding reads? How would you break out of the loop?,0,1,0,0,12,2,0
Could call it `createSignature()` rather than `Impl`?,0,0,0,0,22,3,0
"However, this validation logic only gets applied when using a default value. Ideally validation should get applied if a user sets a value as well. This is an argument for consumers to add their own validation.",0,0,0,0,5,5,0
"Another two general comments: 1) we could remove a duplicate ConsumerRebalanceListener / RebalanceListener, and then remove the Consumer parameter in the callback functions; 2) we probably can create a member Metadata.Listener inside KafkaConsumer instead of letting KafkaConsumer to implement this interface along with Consumer, since it is only used in subscribe(Pattern).",0,4,0,0,6,5,0
I added some numbers in the pull description. Copying them here with some more data. Are you looking for anything more specific? I tested it to work upto 500k sensors which is much higher than we can add now.,0,1,0,0,12,3,1
"`/** Get the cached constructor, or generate one and cache one. */`",0,2,0,0,3,3,0
withDynamicSharding?,0,1,0,0,7,1,0
Robert Metzger  on dev@flink.incubator.apache.org replies:,0,0,0,0,11,3,0
Same comments about making this a singleton with non-static fields.,0,0,0,0,14,2,0
Good catch!,0,0,0,0,17,4,0
https://builds.apache.org/job/beam_PreCommit_Java_MavenInstall/5643/<h2>Failed Tests: <span class='status-failure'>1</span></h2><h3><a name='beam_PreCommit_Java_MavenInstall/org.apache.beam:beam-runners-apex' /><a href='https://builds.apache.org/job/beam_PreCommit_Java_MavenInstall/5643/org.apache.beam$beam-runners-apex/testReport'>beam_PreCommit_Java_MavenInstall/org.apache.beam:beam-runners-apex</a>: <span class='status-failure'>1</span></h3><ul><li><a href='https://builds.apache.org/job/beam_PreCommit_Java_MavenInstall/5643/org.apache.beam$beam-runners-apex/testReport/org.apache.beam.runners.apex.examples/WordCountTest/testWordCountExample/'><strong>org.apache.beam.runners.apex.examples.WordCountTest.testWordCountExample</strong></a></li></ul>,0,0,0,0,3,4,1
"The change in the execution class is good. I'll leave the other check in, as it is a good sanity check against future mistakes.",0,1,0,0,6,3,0
"Note: in testing against a local Dataflow, this fails one test https://issues.apache.org/jira/browse/BEAM-2476",0,0,0,0,15,1,0
internet or Internet should be consistent,0,1,0,0,8,5,0
Done.,0,0,0,0,4,2,0
"Hi @stuartwdouglas What is going to happen now when `quarkus-oidc` and `quarkus-security-oauth2` and `quarkus-smallrye-jwt` are all included ? For example, what happens when `quarkus-oidc` detects an invalid token and fails the authentication ? Iterating to the next mechanism which may support the same credential type does not seem right in this case.",0,0,0,0,7,2,0
"> As in KIP we have mentioned to add ApiVersionRequest/Response, I thought api name itself should be API_VERSION. I do not have strong bias for it, if making API_VERSIONS conveys the idea better then I am OK to do it. It is just that API_VERSIONS also may sound like we are returning versions for a single API.",0,1,0,0,7,5,0
@haoyuan We test mostly against Hadoop 2.x for Glusterfs-hadoop. ,0,3,0,0,2,4,0
"@SinghAsDev, can you please update the PR title and description to match what's actually in the PR?",0,1,0,0,13,1,0
Fixed.,0,0,0,0,15,2,0
"As there is no easy solution, we probably should remove the `exclusion` and manage the alignment by hand for now. That would remove the dependencies added to the lambda modules. ",0,4,0,0,21,1,0
Javadoc parameters here and below.,0,0,0,0,11,3,1
cleanup -> cleanUp,0,2,0,0,6,1,0
Done.,0,0,0,1,18,4,0
"@yupeng9 javadoc updated, I agree that having a single entry point(TachyonPreconditions#check) for all exceptions is more desirable, but might go beyond the scope of this PR. How about if I open another PR to address that?",0,3,0,0,9,3,0
Would you like to finish this up?,0,1,0,0,19,3,0
Merged to trunk.,0,0,0,0,19,5,0
"That actually seems pretty surprising. Previously, if the value was not parseable, an error would be thrown immediately.",0,0,0,0,17,1,0
"which encapsulates the common logic of having a `Method`, and a list of extra arguments.",0,0,0,0,7,4,0
"Ignore my other comment, I had a second look and your change is actually within `DefaultMetadataUpdater`, so it's fine.",0,0,0,0,12,1,0
"Hey,difference in not a fancy way of removing vertices, no :)If you recall our previous conversation in #678, we decided to have add/remove methods for small mutations (i.e. can be stored in a List)  and union/difference for large mutations (for large data in the form of Graph).The `collect()` method is not ""unsafe"". It is simply not advised to be used for large datasets. If you think about it, it needs to retrieve the data (which might be distributed over several nodes) to the local JVM and trigger the program execution.If you found that the only way to implement `difference` is to overload `removeVertices`, then we should also consider what this means in terms of the API. If we have a remove\* method for DataSets, don't we also need a corresponding add*? You see how this goes back to #678 :)",0,2,0,0,11,5,0
"I think we decided that we allow ApiVersionRequest before authorization, otherwise clients won't know how to authorize?",0,1,0,0,13,3,0
Done,0,0,0,0,18,4,0
"No, that doesn't have a method handle or type",0,1,0,0,16,1,0
You just get it from ExecutorBuildItem. I guess we should also add injection for user applications. Is it possible to configure vert.x to use this pool? Ideally we will just have a single worker pool,0,1,0,1,7,5,1
"Can someone please review and merge? Travis is running consistently out of time atm and this PR should ""fix it"". We can then further monitor the Netty ThreadLocalRandom warning.",0,2,0,0,1,1,0
"  I will be happy to share with you these Use Cases, if you are interested. Just ask me here.",0,2,0,0,12,5,0
"Also, the problem with the ""async exception check"" can be solved by introducing an interface `AsyncExceptionChecker` that is passed to the context. (I think that's what @rmetzger was hinting at.)",0,2,0,0,8,4,1
"Since you've indicated squashing, it is fine, but if you were in the mood for some git fun, I'd say re-split the commits into un-squashed changes.",0,0,0,0,9,3,0
It's to be on the safe side so that we are sure it's the start of the version.,0,1,0,0,14,1,0
The tuple classes now have a private copy constructor that is never used.,0,1,0,0,11,3,0
"Can this just be``` javascriptsetTimeout(loop, 1000);```Otherwise, put it on one line",0,1,0,0,10,1,0
Done.,0,0,0,0,12,4,0
Removed the annotation,0,0,0,0,14,2,0
Nitpick: `()` is not needed.,0,1,0,0,5,5,0
All automated tests passed.,0,0,0,0,18,5,0
"@radekg  I think the test issue might be related to the fact that without specifying the IP at bind time, we were always binding on 0.0.0.0. Now, we're specifying the bind address, by passing the hostname, so 127.0.0.1 will be excluded. There might be few unit tests that weren't passing the `bindOnLocalhost=true`, that are affected.",0,1,0,0,20,2,0
"@dhalperi , please let me know if you have additional comments?",0,4,0,1,8,1,0
`public static class DoFnMethod { ... }`,0,0,0,0,16,4,0
It might be better to pass the `delegateField` in to the constructor and mark it final.,0,0,0,0,14,5,0
"I believe we shouldn't add this as a library method, as it is a quite naive implementation of local clustering coefficient. I'd prefer if we try to keep the library methods as efficient as possible.",0,1,0,1,19,3,0
Most of these could be inlined for better readability,0,0,0,0,2,1,0
"And we do need an error for ""Wrong ApiVersionRequest Version"", so clients will know that they are using too new protocol and they should revert to v0?",0,2,0,0,5,3,0
"If this is to test pinFile in TachyonFS, we should move this to TachyonFSTest.java",0,1,0,1,8,4,0
I believe this change is out-of-scope of this PR. Please revert if possible.,0,0,0,0,2,2,0
This field can be made private if the wrap/unwrap operations are moved to `DoFnAdapters`,0,1,0,0,16,3,0
Do we need this since users always takes precedence?,0,2,0,0,17,3,1
Need to add authorization tests to `AuthorizerIntegrationTest`.,0,0,0,0,21,3,0
Doesn't `.include` do L122 already?,0,3,0,0,1,5,0
No worries. There's no hurry,0,1,0,0,23,5,0
"Thanks in advance,",0,0,0,1,18,1,0
"@SinghAsDev Sorry for being late on this, regarding the subscribe semantics I am convinced 1) we do not need to have an extra blacklist pattern in the API but just let users specify that in the regex, and 2) we do not need to do incremental subscription and replacing subscription should just be fine.",0,1,0,0,24,3,0
indentation before <exclusion>,0,0,0,0,17,1,0
is there any specific reason to change this one?,0,1,0,0,10,1,0
Done.,0,0,0,0,7,3,0
"Ok, I understand.",0,0,0,0,10,5,0
"No, it is true. This part of the documentation is not new, it is actually in the 1.0 documentation. ",0,0,0,1,15,2,0
I can remove them if the code is confusing since precedence is also tested in unit tests. Let me know what you think.,0,0,0,0,19,5,0
name this `methodHandle` since this is the base class,0,0,0,1,11,2,0
"> Hi @totalo, Could the `queryWithCipherColumn` be inherited and overrided if it is set at the global?I think the configuration of the table itself should not be overridden globally. If there is no configuration, follow the global configuration.",0,0,0,0,23,2,0
@Default.Class(BeamSparkRunnerRegistrator).,0,0,0,0,13,5,1
"how about ""The DistrbutedCache only supports local files for Collection Environments.""",0,1,0,0,9,4,0
@kfleischmann: The code seems to contain files without license header.,0,4,0,0,17,1,0
And it is also related to #879 which we should probably wait before merging these. It is probably a change of 2-3 lines here but it might stall the other PR long if we are merging small changes right before that one.,0,1,0,0,22,4,0
"At present, we are typically in the profiles of Alice-Bob-Sam, as described in [Artem's GSoC proposal](https://github.com/stratosphere/stratosphere/wiki/GSoC-2014-Project-Proposal-Draft-by-Artem-Tsikiridis).",0,0,0,0,12,4,0
"It's not, it'd currently always show empty. Can I remove the public APIthat returns the pinlist?",0,0,0,0,15,4,0
"PS As another follow up we can probably get rid of some of the `JobManagerProcess` tests, which tried -- in a way -- to work around the missing suspended state. Your approach in `JobManagerHARecoveryTest` is way better.",0,0,0,0,8,5,0
Thanks @robertwb @dhalperi @eljefe6a for the review. ,0,0,0,0,21,4,0
"With these extensions, this would be definitely possible. Should I merge the relevant changes in this PR? Unless you think it is not necessary and have a different approach in mind.",0,0,0,0,3,3,0
"@merlimat is it okay to change `getHost()` to `getBindAddress()`? Also, would you like me to rebase?",0,2,0,0,8,5,0
"Thanks for clarifying, @andreaTP, there is a conflict with `.github/workflows/operator-ci.yml`. If you would like to take over and resolve the conflict, please let me know.",0,0,0,0,8,2,0
"Would it be a way to go for you both to declare a specific testing yaml instead of using minikube.yaml? I understand the point that we want to decouple the tests from YAMLs specific to environments, nevertheless it is always like this, as an operator is kind of a convenience wrapper(+ generator) around YAMLs, so I also see the point of andrea. I think having a test-deployment.yaml or sth around this would provide decoupling and more flexibility w.r.t. test setup, but at the potential cost of double maintenance. Not sure how to proceed.",0,0,0,0,16,1,0
When will this function be called?,0,1,0,0,11,2,0
"It could happen so far, if one source was not ready and the others were.",0,0,0,0,17,1,0
The tests of `master` on travis are green. Maybe your changes are side-effecting something with the table API? You could also try to rebase your changes to the current master and push it again.,0,0,0,0,9,4,0
"The expression `value == null` is already a boolean, so the `? true : false` is redundant (IntelliJ's ""Redundant conditional expression"" inspection will flag this). So we can simplify that, then inline the method.",0,0,0,0,23,4,0
"@geoand, @dmlloyd I came across this thread https://github.com/smallrye/smallrye-config/issues/215",0,4,0,0,22,4,0
I'm generally pro-testing but isn't it a little bit of an overkill to test Spark's features ? this is a Spark configuration feature which is [tested](https://github.com/apache/spark/blob/branch-1.6/core/src/test/scala/org/apache/spark/serializer/KryoSerializerSuite.scala#L223) by Apache Spark.The custom serializers are tested by `kryo-serializers`.Should I invest in testing tested features ?,0,0,0,1,22,2,0
remove extraneous new lines,0,0,0,0,6,5,0
Done! Thanks for your review and comment.,0,0,0,0,1,3,0
Please let me know if you have any further comments.,0,1,0,0,24,3,0
@totalo Can we replace this Boolean type with boolean?,0,0,0,0,4,5,0
I would say that is preferable to opt for the simpler approach of mapping it to a plain String to make it easier to handle it with a plain yaml.,0,0,0,0,18,1,0
I will stop working on this.Probably will back to it later.,0,1,0,0,23,1,0
"As minimum supported version is calculated based on nulls, the check is actually checking that minimum version for an api is same for that api's request and its response. Makes sense? Reworded the comment a bit.",0,1,0,0,13,1,0
also move && noWork... to next line for readability,0,0,0,0,23,4,0
I think the misunderstanding here is that these instructions are supposed to point to the config file keys that needs to be changed. The text in the block is not a valid complete configuration. ,0,1,0,0,18,5,0
Looks good to me. ,0,0,0,0,21,2,0
"Yes. The addition of distributed cache removes the need for multiple constructors for `RuntimeContext`s. Since providing access to runtime information needed changing the constructors, I deemed it better to work with what would be the only needed constructors after merging this. ",0,1,0,0,3,3,0
@dmlloyd I think all your concerns were addressed,0,3,0,0,6,3,0
Please use assertNull,0,1,0,1,9,5,0
"In your code, I guess the strategy is never taken from here, but still, this is a setup for future bugs.",0,0,0,0,1,1,0
